experiment,strategy,weeks,mae,rmse,r2,mape,median_ae
rat_education_new,pretransfer,8,71.84454345703125,85.52234950949956,-0.0005544424057006,22.467173,64.612
rat_education_new,pretransfer,16,78.24200439453125,92.30597789248267,-0.0123317241668701,23.078547,75.34288
rat_education_new,pretransfer,32,71.73835754394531,98.4531584768234,0.2157773375511169,19.687014,49.460945
rat_education_new,pretransfer,64,69.44309997558594,94.6226108103264,0.1650900840759277,19.081463,48.556305
rat_education_new,pretransfer,104,70.15387725830078,95.3435092999256,0.2812724709510803,18.78099,50.262756
rat_education_new,transfer,1,78.94652557373047,99.93469058746568,-0.0540661811828613,21.720467,63.802643
rat_education_new,transfer,2,77.08055114746094,97.30712091748477,0.000633955001831,22.098024,63.706177
rat_education_new,transfer,4,77.13176727294922,97.46961666014184,-0.0027066469192504,21.956953,65.490265
rat_education_new,transfer,8,67.29073333740234,85.46556495436481,0.0007738471031188,20.614868,51.816986
rat_education_new,transfer,16,66.91523742675781,88.36282459004607,0.0723111629486084,19.672506,50.52353
rat_education_new,transfer,32,77.19457244873047,103.19886086005262,0.1383520364761352,20.75415,55.229263
rat_education_new,transfer,64,73.58950805664062,99.5135384555162,0.0765485167503357,19.942198,51.719666
rat_education_new,transfer,104,75.07955169677734,100.5107707614587,0.2012567520141601,19.88262,55.49344
rat_education_new,frozen,1,105.44427490234376,133.7931005321276,-0.8893080949783325,28.109768,92.23215
rat_education_new,frozen,2,99.32006072998048,125.92267670206388,-0.6735674142837524,26.840405,82.42233
rat_education_new,frozen,4,89.75558471679688,114.1111112167654,-0.3743305206298828,24.7208,77.14566
rat_education_new,frozen,8,69.02510833740234,85.77587642549915,-0.0064954757690429,21.21206,57.92404
rat_education_new,frozen,16,72.5162353515625,92.58173120613483,-0.0183892250061035,21.342787,58.014114
rat_education_new,frozen,32,87.43252563476562,109.66767983321247,0.0269450545310974,23.777163,72.08755
rat_education_new,frozen,64,82.26354217529297,104.05807516868886,-0.0097208023071289,22.87179,67.20412
rat_education_new,frozen,104,86.89668273925781,109.33226843834808,0.0548979640007019,23.86186,70.74652
rat_education_new,adapter,1,82.18901062011719,102.8175958083659,-0.1157585382461547,22.749088,71.39996
rat_education_new,adapter,2,82.27351379394531,102.48558397099076,-0.1085643768310546,24.407652,68.092255
rat_education_new,adapter,4,76.43732452392578,95.68157537994188,0.0337445139884948,22.014734,64.40268
rat_education_new,adapter,8,68.76309967041016,85.16487914994654,0.0077924132347106,21.17743,57.845215
rat_education_new,adapter,16,72.10013580322266,89.7767875457306,0.0423842668533325,21.720343,62.78427
rat_education_new,adapter,32,86.89202117919922,110.24917622991566,0.0165987014770507,23.073282,70.615875
rat_education_new,adapter,64,81.89542388916016,103.26131615499824,0.0056825280189514,22.412006,66.57892
rat_education_new,adapter,104,86.87171936035156,110.11044703784924,0.0413964390754699,23.834452,69.793396
eagle_education,pretransfer,1,894.9118041992188,896.2540097539313,-333.1236877441406,89.50527,887.2789
eagle_education,pretransfer,2,605.9449462890625,607.9255196979315,-152.7254638671875,60.528194,598.31226
eagle_education,pretransfer,4,40.2009162902832,53.748080906874016,-0.2016305923461914,3.9085925,28.738281
eagle_education,pretransfer,8,77.7130126953125,98.80675781860774,-0.0070325136184692,8.623507,66.98016
eagle_education,pretransfer,16,82.0436019897461,98.96630779272812,-0.0017640590667724,9.299025,79.7865
eagle_education,pretransfer,32,37.09649658203125,64.62981274390712,0.5883184671401978,4.4547253,21.192505
eagle_education,pretransfer,64,37.45401382446289,64.49569995356279,0.508003830909729,4.519802,23.181091
eagle_education,pretransfer,104,35.09193420410156,59.11655099515279,0.4668886661529541,4.1706815,21.70581
eagle_education,transfer,1,642.5988159179688,644.5657452890279,-171.81422424316406,64.199104,634.1116
eagle_education,transfer,2,609.7703857421875,611.7469350147984,-154.66416931152344,60.911324,602.046
eagle_education,transfer,4,543.1928100585938,545.4023171017886,-122.73114013671876,54.235466,535.5514
eagle_education,transfer,8,335.3551330566406,349.2963462448469,-11.585145950317385,34.494213,353.42914
eagle_education,transfer,16,56.18590927124024,77.7576237218898,0.3815897703170776,6.1533737,38.4364
eagle_education,transfer,32,42.05320739746094,67.44142785711354,0.5517202615737915,5.0047994,26.878998
eagle_education,transfer,64,42.05154800415039,68.91254222971679,0.438309907913208,4.9863143,27.567932
eagle_education,transfer,104,39.17787551879883,61.21374485026831,0.4283928275108337,4.5924687,27.214691
eagle_education,frozen,1,421.45458984375,425.16847763563095,-74.19122314453125,42.00471,413.23938
eagle_education,frozen,2,52.594276428222656,71.12502402789576,-1.1042139530181885,5.101759,32.064697
eagle_education,frozen,4,48.46575927734375,64.29566182026785,-0.719524621963501,4.7554007,38.353394
eagle_education,frozen,8,50.86903762817383,67.06801148135004,0.5360180735588074,5.5072985,38.529114
eagle_education,frozen,16,46.20390701293945,63.7229607179096,0.5846801996231079,5.339793,36.563293
eagle_education,frozen,32,55.18256759643555,79.10403738412313,0.3832730650901794,6.65828,39.982758
eagle_education,frozen,64,54.20983505249024,80.65996698138116,0.2304863929748535,6.502415,40.716553
eagle_education,frozen,104,52.03543472290039,71.90014845364541,0.2113953232765197,6.1134043,43.058044
eagle_education,adapter,1,47.8144760131836,58.55753881066468,-0.4262993335723877,4.771486,43.972595
eagle_education,adapter,2,44.25569915771485,56.85535589670181,-0.3445836305618286,4.37327,39.191772
eagle_education,adapter,4,44.3310432434082,55.16762010993179,-0.2659411430358886,4.4105196,40.34137
eagle_education,adapter,8,48.05067825317383,62.344662430666425,0.5990698337554932,5.237645,40.008118
eagle_education,adapter,16,44.12092590332031,61.27023541693695,0.616036593914032,5.1510277,36.381744
eagle_education,adapter,32,52.72266006469727,75.89964977480133,0.4322264790534973,6.421247,40.3526
eagle_education,adapter,64,51.15810775756836,76.37974680932275,0.3099880218505859,6.1638365,38.70935
eagle_education,adapter,104,51.754150390625,71.87363789470204,0.2119768261909485,6.044178,41.45868
lamb_education,pretransfer,1,36.65689849853516,42.80741729637444,-0.026321530342102,48.42168,31.925587
lamb_education,pretransfer,2,42.12494659423828,45.4277306382071,-0.1558126211166381,60.205585,41.04992
lamb_education,pretransfer,4,33.55234909057617,42.26385884711,-0.0004230737686157,41.516106,26.263489
lamb_education,pretransfer,8,38.11783218383789,43.903756045717486,-0.0001317262649536,59.89611,31.880829
lamb_education,pretransfer,16,26.03563117980957,37.32481214370007,0.2109974026679992,51.53902,17.250193
lamb_education,pretransfer,32,19.22701835632324,30.42268753729998,0.3166608214378357,40.67401,9.271933
lamb_education,pretransfer,64,15.680645942687988,29.361708470666454,0.5740547180175781,26.008108,4.3217163
lamb_education,pretransfer,104,13.325992584228516,26.86987369350082,0.6439390182495117,28.1768,3.3074036
lamb_education,transfer,1,52.22702407836914,65.64538745815467,-1.4135360717773438,61.223877,46.572567
lamb_education,transfer,2,33.57851028442383,51.31294248438935,-0.4746848344802856,34.315727,18.421227
lamb_education,transfer,4,26.282730102539062,40.78834349227424,0.0682111382484436,26.607216,15.531029
lamb_education,transfer,8,27.079652786254883,39.48575383425489,0.1910257339477539,39.53241,15.054665
lamb_education,transfer,16,23.98882102966309,36.93363155240001,0.2274489402770996,48.20443,9.647242
lamb_education,transfer,32,18.70012664794922,30.50167691983303,0.3131077289581299,34.644585,7.042466
lamb_education,transfer,64,20.080833435058597,32.96119026183008,0.4632192850112915,33.732304,7.870064
lamb_education,transfer,104,17.010780334472656,29.999432367676768,0.556167483329773,37.836876,5.2794304
lamb_education,frozen,1,37.55506134033203,52.94498452845888,-0.5699833631515503,39.95237,22.251953
lamb_education,frozen,2,26.850690841674805,40.28261064905209,0.0911742448806762,30.78008,16.121147
lamb_education,frozen,4,27.26691627502441,40.04558102425676,0.1018382310867309,32.085815,16.675964
lamb_education,frozen,8,32.292362213134766,41.99192950502141,0.0850749611854553,50.12895,23.198715
lamb_education,frozen,16,27.53321647644043,38.34979036316154,0.1670687198638916,55.220573,18.895628
lamb_education,frozen,32,22.014827728271484,31.57789982446931,0.2637799382209778,48.459183,15.079567
lamb_education,frozen,64,25.38414192199707,37.45327166742246,0.3069402575492859,44.45434,15.09552
lamb_education,frozen,104,22.648832321166992,34.647374384761285,0.4079836010932922,49.507133,12.874302
lamb_education,adapter,1,28.06167984008789,40.73233866457876,0.0707681775093078,34.185738,17.805878
lamb_education,adapter,2,29.65375328063965,40.30274530719806,0.0902655720710754,37.64833,18.633148
lamb_education,adapter,4,25.591184616088867,38.63505665246348,0.1639956831932068,30.681133,14.144951
lamb_education,adapter,8,29.618417739868164,40.093605380195136,0.165926992893219,46.196583,22.861595
lamb_education,adapter,16,26.3874454498291,38.100200053813694,0.1778753399848938,51.483154,16.270784
lamb_education,adapter,32,20.66165542602539,31.35845632685265,0.2739767432212829,42.455326,11.526588
lamb_education,adapter,64,22.27259826660156,35.80405250500633,0.366632878780365,35.98226,10.271282
lamb_education,adapter,104,21.1218318939209,34.24516852612661,0.4216487407684326,45.49431,10.65642
office_any,pretransfer,1,27.259937286376957,33.39965732421517,-0.0848411321640014,41.106277,18.598358
office_any,pretransfer,2,29.196969985961918,32.122765608093275,-0.0034782886505126,52.90322,28.566563
office_any,pretransfer,4,17.891029357910156,27.433524501995045,0.2681108117103576,31.731457,8.873123
office_any,pretransfer,8,27.61947059631348,31.06629107115893,-0.001955509185791,48.816647,27.01981
office_any,pretransfer,16,27.292844772338867,30.47396589970281,-0.0017445087432861,48.868553,27.609138
office_any,pretransfer,32,16.22661590576172,25.01024936385456,0.2356870770454406,27.066433,8.154549
office_any,pretransfer,64,15.89901065826416,24.6744130660944,0.3289723992347717,27.878138,8.423344
office_any,pretransfer,104,15.619434356689451,24.42582841481533,0.3354403972625732,28.477106,7.863579
office_any,transfer,1,26.05380249023437,35.944506789763786,-0.256455659866333,33.005367,12.866703
office_any,transfer,2,24.274023056030277,32.92277600214629,-0.0540834665298461,32.847748,20.601418
office_any,transfer,4,22.336406707763672,30.200343209646952,0.1130362749099731,36.096954,17.94321
office_any,transfer,8,20.80120658874512,28.761317405610093,0.141209602355957,33.77744,14.802422
office_any,transfer,16,20.33623695373535,28.603682530346944,0.1174426674842834,32.499462,14.05611
office_any,transfer,32,20.144969940185547,27.2899649596697,0.0900006294250488,32.751072,14.88909
office_any,transfer,64,21.320268630981445,28.460044291844486,0.10727459192276,36.23409,15.973568
office_any,transfer,104,19.218168258666992,27.69555491783892,0.14561128616333,34.559475,11.948305
office_any,frozen,1,24.304710388183597,29.71548742442388,0.1412873864173889,41.84683,19.567795
office_any,frozen,2,24.66988182067871,29.78230647227635,0.1374212503433227,43.49983,19.432732
office_any,frozen,4,23.736108779907227,29.75080832016376,0.1392448544502258,42.427925,16.74871
office_any,frozen,8,24.21907997131348,28.939259024560823,0.1305502653121948,42.61619,21.141125
office_any,frozen,16,23.242267608642575,28.048613716997004,0.1513633131980896,40.85769,20.164837
office_any,frozen,32,22.31285858154297,27.160276195711702,0.0986291766166687,40.812363,18.639969
office_any,frozen,64,22.74720573425293,28.292293251376336,0.1177675127983093,43.939938,18.590603
office_any,frozen,104,21.8618278503418,27.426111451597887,0.162154734134674,42.30094,17.63953
office_any,adapter,1,24.397096633911133,29.627573151041457,0.1463609933853149,43.17927,17.961159
office_any,adapter,2,24.488136291503903,29.70794115347149,0.1417234539985656,42.655426,18.999268
office_any,adapter,4,23.47011375427246,29.677394456037053,0.1434876322746276,41.276768,16.379845
office_any,adapter,8,23.72976493835449,28.99761847878902,0.1270400881767273,40.170837,19.391422
office_any,adapter,16,22.917478561401367,28.08429671841488,0.1492026448249817,39.834595,19.208548
office_any,adapter,32,23.942441940307617,27.999992370604428,0.0420320630073547,47.52094,22.021772
office_any,adapter,64,24.39593315124512,29.285268534281872,0.054753303527832,52.364033,20.784237
office_any,adapter,104,22.1069393157959,27.776734816574688,0.140595257282257,45.891766,18.098965
lodging_any,pretransfer,1,14.388249397277832,17.676983298215525,-0.1822602748870849,25.781649,12.303413
lodging_any,pretransfer,2,13.515076637268066,16.359653882233705,-0.0126165151596069,22.827082,12.216789
lodging_any,pretransfer,4,13.559088706970217,16.44284701679056,-0.0229414701461792,23.103752,11.577896
lodging_any,pretransfer,8,13.109954833984377,16.28307650053471,-0.0022871494293212,21.415075,10.949043
lodging_any,pretransfer,16,9.726125717163086,12.660881193568487,0.2818701863288879,16.606453,7.4811974
lodging_any,pretransfer,32,7.954671382904053,10.73038947288243,0.5333091020584106,15.642035,5.714403
lodging_any,pretransfer,64,8.314447402954102,11.660034547103557,0.5399630069732666,17.424452,5.7948265
lodging_any,pretransfer,104,7.900493621826172,11.250336705573284,0.6228896379470825,16.818867,5.201893
lodging_any,transfer,1,13.358339309692385,16.281275304382927,-0.002936840057373,21.825338,13.073303
lodging_any,transfer,2,13.423379898071287,16.341088043556514,-0.0103194713592529,21.531944,11.869568
lodging_any,transfer,4,12.980857849121094,16.16453637838478,0.0113939642906188,20.827955,9.958916
lodging_any,transfer,8,12.470823287963867,15.840568147739022,0.0514489412307739,19.96624,10.636459
lodging_any,transfer,16,10.458030700683594,13.520531194962176,0.1810401678085327,17.563087,8.202129
lodging_any,transfer,32,7.8460588455200195,10.751342334774376,0.5314847230911255,15.206347,5.573038
lodging_any,transfer,64,9.05748462677002,12.47377742670662,0.4735113382339477,19.891558,6.330578
lodging_any,transfer,104,8.562878608703613,12.13938946616872,0.5609326958656311,18.686373,5.9083405
lodging_any,frozen,1,13.972877502441406,16.993810985661995,-0.0926430225372314,22.763948,12.815102
lodging_any,frozen,2,13.874549865722656,16.83949081557202,-0.0728887319564819,22.101194,12.744972
lodging_any,frozen,4,13.700505256652832,16.67796756354866,-0.0524052381515502,21.739445,11.962009
lodging_any,frozen,8,12.961886405944824,16.23495961110525,0.0036277174949645,20.32267,10.846466
lodging_any,frozen,16,11.984804153442385,14.898774965862074,0.0055654644966125,19.9264,10.13772
lodging_any,frozen,32,11.15255641937256,14.579921534030166,0.1383939385414123,21.469692,9.263399
lodging_any,frozen,64,12.18838119506836,15.211647710692578,0.2170291543006897,25.67838,10.254734
lodging_any,frozen,104,11.40380859375,14.771811183455076,0.3498629331588745,26.711458,8.895077
lodging_any,adapter,1,13.874262809753418,17.050296653337057,-0.0999188423156738,23.523743,12.386276
lodging_any,adapter,2,13.792840003967283,16.743407816877234,-0.0606802701950073,21.96758,12.566223
lodging_any,adapter,4,13.336772918701172,16.631779485887478,-0.0465842485427856,21.237614,10.484852
lodging_any,adapter,8,12.90797233581543,16.168215543085026,0.0118033289909362,20.210733,10.867943
lodging_any,adapter,16,11.905757904052734,14.831377450529608,0.0145421028137207,19.805954,10.008804
lodging_any,adapter,32,11.621152877807615,14.963470738534184,0.0924656987190246,22.647306,9.72983
lodging_any,adapter,64,12.504938125610352,15.508627182631084,0.1861585974693298,26.155096,10.594219
lodging_any,adapter,104,11.478557586669922,14.796323804246688,0.3477034568786621,27.097857,9.018631
multi_transfer,pretransfer,1,904.6618041992188,905.9895487807792,-340.42193603515625,90.48299,897.02875
multi_transfer,pretransfer,2,593.9776000976562,595.9979551139417,-146.75241088867188,59.328133,586.3447
multi_transfer,pretransfer,4,48.53503036499024,63.90969581174675,-0.6989419460296631,4.687071,36.35431
multi_transfer,pretransfer,8,77.4424057006836,98.73545680092587,-0.0055797100067138,8.603048,66.92633
multi_transfer,pretransfer,16,81.40062713623047,99.26902761561634,-0.0079017877578735,9.176965,77.02048
multi_transfer,pretransfer,32,36.8282585144043,62.66626907114285,0.6129533648490906,4.4567394,21.708557
multi_transfer,pretransfer,64,39.189823150634766,65.67924469414785,0.4897811412811279,4.7292256,24.533386
multi_transfer,pretransfer,104,35.38523864746094,59.303791592659785,0.4635062217712402,4.1794834,22.84021
multi_transfer,transfer,1,642.7146606445312,644.6888299792389,-171.88021850585938,64.21031,634.1909
multi_transfer,transfer,2,609.7357177734375,611.7125805883021,-154.6466827392578,60.90785,602.0093
multi_transfer,transfer,4,543.3168334960938,545.5258071347313,-122.78717041015624,54.24789,535.6759
multi_transfer,transfer,8,336.2561950683594,350.1904504159129,-11.649658203125,34.588394,354.3615
multi_transfer,transfer,16,52.51431274414063,73.21339142256524,0.4517586827278137,5.7942977,36.465332
multi_transfer,transfer,32,43.203460693359375,68.79894564508238,0.533491849899292,5.138031,29.282745
multi_transfer,transfer,64,41.964115142822266,67.93864994426957,0.4540736675262451,5.0142026,28.678467
multi_transfer,transfer,104,39.766597747802734,61.62664607018116,0.4206555485725403,4.649718,27.516327
multi_transfer,multitransfer,1,877.202392578125,878.5830922570727,-320.078125,87.72848,869.1189
multi_transfer,multitransfer,2,855.6486206054688,857.0552053397728,-304.53619384765625,85.56782,847.9269
multi_transfer,multitransfer,4,809.4810180664062,810.9645106291644,-272.5575561523437,80.93841,801.8462
multi_transfer,multitransfer,8,642.34326171875,649.8456066636136,-42.56026840209961,67.174484,660.6461
multi_transfer,multitransfer,16,272.037109375,288.550566950578,-7.515978813171387,30.015512,252.47711
multi_transfer,multitransfer,32,43.09563064575195,67.84724052513116,0.5463091731071472,5.136679,27.491913
multi_transfer,multitransfer,64,43.49803161621094,69.57168417022295,0.4275134801864624,5.2430696,29.477173
multi_transfer,multitransfer,104,38.943058013916016,61.77273351138631,0.4179056286811828,4.6035285,26.801025
ensemble_transfer,pretransfer,1,891.5122680664062,892.8595564253093,-330.5975646972656,89.164375,883.8789
ensemble_transfer,pretransfer,2,705.5639038085938,707.2654867516158,-207.0702362060547,70.517815,697.9309
ensemble_transfer,pretransfer,4,40.64778900146485,54.37356095437722,-0.2297606468200683,3.948368,29.931946
ensemble_transfer,pretransfer,8,76.18408966064453,98.49132952797164,-0.0006130933761596,8.5144615,63.851807
ensemble_transfer,pretransfer,16,82.9361801147461,98.8847034192473,-0.000112771987915,9.455411,82.398834
ensemble_transfer,pretransfer,32,78.14141082763672,100.98440280248728,-0.0050883293151855,9.265969,70.612305
ensemble_transfer,pretransfer,64,39.56393432617188,66.06816880834144,0.4837206602096557,4.7355676,24.987
ensemble_transfer,pretransfer,104,36.27446365356445,59.61541581448858,0.4578531980514526,4.3398566,25.179138
ensemble_transfer,transfer,1,642.9075927734375,644.8924571197898,-171.9894561767578,64.22922,634.20996
ensemble_transfer,transfer,2,609.7744750976562,611.7490805060519,-154.66525268554688,60.911846,602.0698
ensemble_transfer,transfer,4,543.4137573242188,545.622064711463,-122.8308563232422,54.257626,535.7755
ensemble_transfer,transfer,8,336.2575988769531,350.191878207505,-11.649761199951172,34.588543,354.3629
ensemble_transfer,transfer,16,54.574928283691406,74.85172843695729,0.42694753408432,6.0407867,39.68979
ensemble_transfer,transfer,32,40.65181350708008,66.8848342652316,0.559088945388794,4.8885593,25.32956
ensemble_transfer,transfer,64,43.0035514831543,69.53954304476699,0.4280423521995544,5.104433,28.75531
ensemble_transfer,transfer,104,39.91433334350586,61.91562941629218,0.4152094721794128,4.678288,28.389557
ensemble_transfer,ensembletransfer,1,963.7928466796876,965.0392155244264,-386.3780212402344,96.41257,956.1629
ensemble_transfer,ensembletransfer,2,945.606201171875,946.876476896538,-371.9337463378906,94.58882,937.97375
ensemble_transfer,ensembletransfer,4,901.6622314453124,902.994393670304,-338.168212890625,90.1822,894.02966
ensemble_transfer,ensembletransfer,8,718.3177490234375,725.0342664315942,-53.22346496582031,75.26548,736.62085
ensemble_transfer,ensembletransfer,16,241.669921875,259.8979517281735,-5.908700942993164,26.566128,223.09283
ensemble_transfer,ensembletransfer,32,38.29182052612305,64.42475322517735,0.5909266471862793,4.5997014,23.95633
ensemble_transfer,ensembletransfer,64,38.12069320678711,64.62951809641629,0.5059600472450256,4.645792,25.659729
ensemble_transfer,ensembletransfer,104,35.524391174316406,58.16750168223769,0.4838682413101196,4.206694,23.134491
cross_type_transfer,pretransfer,1,904.6618041992188,905.9895487807792,-340.42193603515625,90.48299,897.02875
cross_type_transfer,pretransfer,2,593.9776000976562,595.9979551139417,-146.75241088867188,59.328133,586.3447
cross_type_transfer,pretransfer,4,48.53503036499024,63.90969581174675,-0.6989419460296631,4.687071,36.35431
cross_type_transfer,pretransfer,8,77.4424057006836,98.73545680092587,-0.0055797100067138,8.603048,66.92633
cross_type_transfer,pretransfer,16,81.40062713623047,99.26902761561634,-0.0079017877578735,9.176965,77.02048
cross_type_transfer,pretransfer,32,36.8282585144043,62.66626907114285,0.6129533648490906,4.4567394,21.708557
cross_type_transfer,pretransfer,64,39.189823150634766,65.67924469414785,0.4897811412811279,4.7292256,24.533386
cross_type_transfer,pretransfer,104,35.38523864746094,59.303791592659785,0.4635062217712402,4.1794834,22.84021
cross_type_transfer,transfer_crosstype,1,948.2575073242188,949.532187448114,-374.0286254882813,94.85401,940.41833
cross_type_transfer,transfer_crosstype,2,933.1956787109376,934.4840153796104,-362.2359313964844,93.34421,925.5312
cross_type_transfer,transfer_crosstype,4,898.6901245117188,900.026770435191,-335.9425964355469,89.88417,891.0552
cross_type_transfer,transfer_crosstype,8,753.0487060546875,759.4573720756156,-58.49452590942383,78.96429,771.347
cross_type_transfer,transfer_crosstype,16,414.78314208984375,426.0495129676832,-17.56568145751953,46.28487,395.81256
cross_type_transfer,transfer_crosstype,32,42.24678802490234,67.99206137598897,0.5443702936172485,5.009393,28.3078
cross_type_transfer,transfer_crosstype,64,41.3095703125,67.74506295434007,0.457180380821228,4.949459,26.82666
cross_type_transfer,transfer_crosstype,104,37.82143020629883,60.45394077376697,0.4424947500228882,4.4733615,24.729431
cross_type_transfer,transfer_sametype,1,840.0956420898438,841.5746773162796,-293.598388671875,84.00514,831.6997
cross_type_transfer,transfer_sametype,2,815.8670654296875,817.3476157670003,-276.8808898925781,81.578156,808.0808
cross_type_transfer,transfer_sametype,4,766.48486328125,768.0521629420751,-244.3728179931641,76.6268,758.8352
cross_type_transfer,transfer_sametype,8,607.9070434570312,614.2557742911335,-37.91963195800781,63.6505,616.57544
cross_type_transfer,transfer_sametype,16,337.20489501953125,343.02780955047945,-11.035090446472168,37.950874,332.63245
cross_type_transfer,transfer_sametype,32,48.07502746582031,73.82302727109442,0.4628701210021972,5.7591395,31.366516
cross_type_transfer,transfer_sametype,64,41.07588577270508,66.70210565220187,0.47376549243927,4.901294,26.327148
cross_type_transfer,transfer_sametype,104,39.7718505859375,61.10559148348762,0.4304109215736389,4.660959,27.892487
cross_type_transfer,transfer_samesite,1,642.85205078125,644.8282474814514,-171.9550018310547,64.223946,634.31366
cross_type_transfer,transfer_samesite,2,609.8025512695312,611.7806234672687,-154.68130493164062,60.914474,602.0608
cross_type_transfer,transfer_samesite,4,543.2342529296875,545.4437700166718,-122.74993896484376,54.23962,535.5918
cross_type_transfer,transfer_samesite,8,336.4456481933594,350.37828887147106,-11.663232803344728,34.608208,354.5567
cross_type_transfer,transfer_samesite,16,50.49912643432617,71.95739502802162,0.4704077839851379,5.6247487,35.568634
cross_type_transfer,transfer_samesite,32,41.75101089477539,68.04896129120928,0.5436073541641235,4.9627633,26.359497
cross_type_transfer,transfer_samesite,64,41.4632453918457,67.85786213199617,0.4553712606430053,4.939395,27.534973
cross_type_transfer,transfer_samesite,104,39.20502471923828,61.0821800105706,0.4308472871780395,4.5958824,27.661194
multitransfer_generalisation,pretransfer,1,16.524993896484375,19.601965731703416,-0.0018529891967773,21.335667,17.879116
multitransfer_generalisation,pretransfer,2,17.50177764892578,19.94998552900282,-0.037743330001831,23.352564,17.411354
multitransfer_generalisation,pretransfer,4,16.441011428833008,19.591609077363564,-0.000794768333435,21.154781,17.596684
multitransfer_generalisation,pretransfer,8,18.174211502075195,21.25868819401773,-0.0065075159072875,24.024189,18.032608
multitransfer_generalisation,pretransfer,16,13.66593074798584,19.604766328445965,0.1986952424049377,18.321339,8.171463
multitransfer_generalisation,pretransfer,32,18.99858856201172,27.712862475428828,0.4311708807945251,22.468847,11.080515
multitransfer_generalisation,pretransfer,64,17.60369873046875,26.84982696420617,0.3718410730361938,21.658012,9.6307335
multitransfer_generalisation,pretransfer,104,17.333026885986328,26.796895499263297,0.3743153214454651,21.431776,9.099377
multitransfer_generalisation,transfer,1,20.81788444519043,25.724217219625945,-0.7253973484039307,25.863493,18.367657
multitransfer_generalisation,transfer,2,16.20438575744629,20.19728064031571,-0.0636299848556518,20.775244,14.0336
multitransfer_generalisation,transfer,4,16.725305557250977,20.586145041648308,-0.1049810647964477,21.968391,13.694641
multitransfer_generalisation,transfer,8,15.507051467895508,20.8780551890391,0.0292125344276428,19.429464,11.930351
